"Date","Police_ref","Easting","Northing","Severity","Road_cond","Visibility","Casualties","Pedestrian","Cycles","P2W","OAPs","Children","Manoeuvre","Time","Vehicles","Roadclass1","Roadnum1","Road_Type","Speed_Lim","Junct_det","Junct_ctrl","Roadclass2","Roadnum2","Cross_ctrl","Cross_fac","Weather","SpCond","Carr_haz","Day","Location","Local_Auth","ReportedAt","Parish"
20180708,18314070,522227,272910,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"2. Right turn","09:35",2,"3. A",14,"1. Roundabout",60,"1. Roundabout","2. Automatic traffic signal","3. A",141,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","ROUNDABOUT A14 AT JN WITH SPITTALS WAY A141","E07000011","1. Yes",0
20180708,18315734,532163,267919,"3. Slight","1. Dry","1. Daylight",5,0,0,0,0,3,"0. No turn","19:22",3,"3. A",14,"3. Dual carriageway",40,"5. Slip Road","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","CAMBRIDGE ROAD A14 SLIP ROAD","E07000011","1. Yes",0
20180708,18326951,518653,277880,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","18:48",2,"2. A(M)",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","SOUTHBOUND CARRIAGEWAY A(M)1","E07000011","1. Yes",0
20180708,18335215,518036,301595,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","10:54",2,"3. A",47,"7. Slip road",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","SOKE PARKWAY A47 NEAR JN WITH BOURGES BOULEVARD A15","E06000031","1. Yes",0
20180708,18310439,508843,298117,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"1. Left turn","16:30",1,"3. A",1,"3. Dual carriageway",70,"5. Slip Road","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","GREAT NORTH ROAD (A1) SLIP ROAD AT JUNCTION WITH OLD GREAT NORTH ROAD.","E07000011","1. Yes",0
20180708,18310517,518300,299818,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,2,"0. No turn","14:05",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","WESTFIELD ROAD","E06000031","1. Yes",0
20180709,18313558,559386,273139,"2. Serious","1. Dry","1. Daylight",1,1,0,0,0,1,"0. No turn","18:15",1,"6. Unclassified",0,"6. Single carriageway",20,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","2. Monday","HIGH STREET, SOHAM","E07000009","1. Yes",0
20180709,18315185,516750,286738,"3. Slight","1. Dry","1. Daylight",3,0,0,0,2,0,"0. No turn","13:07",2,"3. A",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","GREAT NORTH ROAD A1 NEAR GLATTON LANE","E07000011","1. Yes",0
20180709,18317524,546666,309560,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"3. Both left & right turns","17:58",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","NORWICH ROAD AT JN WITH PRINCE STREET","E07000010","1. Yes",0
20180709,18311048,563527,247013,"2. Serious","1. Dry","1. Daylight",2,0,0,1,0,0,"2. Right turn","16:12",4,"3. A",1307,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","PARK HILL A1307 AT JN WITH SILVER STREET","E07000012","1. Yes",0
20180709,18313257,559010,274920,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"2. Right turn","16:00",3,"6. Unclassified",0,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","A142 SOHAM AT JN WITH NORTHFIELD ROAD","E07000009","1. Yes",0
20180709,18311323,548603,259192,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","08:37",2,"3. A",1303,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","OUTSIDE MARSHALLS MAIN ENTRANCE NEWMARKET ROAD A1303","E07000012","2. No - accident was reported 'over the counter'",0
20180710,18314457,537331,245802,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","12:52",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","WHITECROFT ROAD","E07000012","1. Yes",0
20180710,18326165,544378,260417,"3. Slight","1. Dry","1. Daylight",2,0,1,0,0,0,"2. Right turn","07:45",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","4. B",1049,"0. None","0. None within 50m","8. Other",0,"0. None","3. Tuesday","GILBERT CLOSE AT JN WITH HISTON ROAD B1049","E07000008","1. Yes",0
20180710,18315150,540272,270223,"2. Serious","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","07:55",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","1. Zebra crossing","1. Fine without high winds",0,"0. None","3. Tuesday","HIGH STREET AT JN WITH SAXON WAY","E07000012","1. Yes",0
20180710,18313819,543667,257507,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","17:48",1,"6. Unclassified",0,"6. Single carriageway",20,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","GRANTCHESTER ROAD NEAR JN WITH BARTON ROAD A603","E07000008","1. Yes",0
20180712,18319710,518110,280349,"2. Serious","1. Dry","6. Darkness: no street lighting",1,0,0,0,0,0,"0. No turn","03:10",1,"2. A(M)",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","NORTHBOUND A(M)1","E07000011","1. Yes",0
20180712,18336846,545641,260529,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","11:00",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","105 ARBURY ROAD","E07000008","1. Yes",0
20180712,18344158,545992,258014,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,1,0,0,0,0,"2. Right turn","22:40",1,"6. Unclassified",0,"2. One way street",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","MILL ROAD AT JN WITH MACKENZIE ROAD","E07000008","1. Yes",0
20180712,18806620,546528,254976,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","13:21",2,"6. Unclassified",0,"6. Single carriageway",20,"3. T & Stag Jct","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","5. Thursday","ROBINSON WAY NEAR JUNCTION WITH DAME MARY ARCHER WAY","E07000008","1. Yes",0
20180712,18319387,540634,255130,"3. Slight","1. Dry","4. Darkness: street lights present and lit",1,0,0,0,0,0,"0. No turn","02:50",1,"3. A",603,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","94 WIMPOLE ROAD A603 NEAR JN WITH HASLINGFIELD ROAD","E07000012","1. Yes",0
20180712,18317580,506734,298046,"3. Slight","1. Dry","6. Darkness: no street lighting",1,0,0,0,0,0,"0. No turn","21:00",1,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","WANSFORD ROAD NEAR JN WITH NASSINGTON ROAD","E06000031","2. No - accident was reported 'over the counter'",0
20180712,18315761,545852,258367,"3. Slight","1. Dry","1. Daylight",2,0,1,0,1,0,"0. No turn","15:30",2,"3. A",603,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","EAST ROAD A603 NEAR JN WITH DOVER STREET","E07000008","1. Yes",0
20180713,18312605,520707,279703,"3. Slight","1. Dry","1. Daylight",3,0,0,0,0,0,"0. No turn","17:30",1,"4. B",1090,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","WOODWALTON ROAD B1090 MONKS WOOD","E07000011","1. Yes",0
20180713,18313294,522234,302506,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","10:00",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","WESTMINSTER GARDENS","E06000031","1. Yes",0
20180713,18315123,548611,249144,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,0,"0. No turn","15:51",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","HIGH STREET NEAR JN WITH COMMON LANE","E07000012","1. Yes",0
20180713,18315609,519067,274581,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","07:02",2,"2. A(M)",1,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","A1M ALCONBURY","E07000011","1. Yes",0
20180713,18336367,531613,277390,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","07:33",2,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","THE LANE NEAR OLD HURST ROAD","E07000011","1. Yes",0
20180713,18314142,520517,298989,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","17:30",2,"3. A",1139,"3. Dual carriageway",70,"5. Slip Road","4. Give way or Uncontrolled","3. A",1139,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","FRANK PERKINS PARKWAY ROUNDABOUT SLIP-WAY A1139 AT JN WITH BOONGATE","E06000031","2. No - accident was reported 'over the counter'",0
20180713,18310939,554947,247520,"1. Fatal","1. Dry","1. Daylight",6,0,0,0,0,0,"1. Left turn","21:05",2,"3. A",1307,"3. Dual carriageway",70,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","CAMBRIDGE ROAD A1307 AT JN WITH DALEHEAD FOODS","E07000012","1. Yes",0
20180713,18312464,539662,250068,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","09:08",2,"6. Unclassified",0,"6. Single carriageway",30,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","OUTSIDE BARRINGTON C OF E PRIMARY SCHOOL HASLINGFIELD ROAD","E07000012","1. Yes",0
20180714,18318539,530272,269166,"2. Serious","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","17:30",2,"3. A",1096,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","LONDON ROAD A1096","E07000011","1. Yes",0
20180714,18315653,545359,307443,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"2. Right turn","12:34",2,"3. A",47,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","WISBECH BYPASS A47 AT JN WITH OAKDALE PLACE","E07000010","1. Yes",0
20180715,18323242,548470,256078,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"0. No turn","14:20",2,"6. Unclassified",0,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","LIMEKILN ROAD NEAR JN WITH QUEENS EDITH'S WAY","E07000008","1. Yes",0
20180715,18323327,518509,300362,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","16:30",2,"6. Unclassified",0,"2. One way street",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","SEARJEANT STREET AT JN WITH GLADSTONE STREET","E06000031","1. Yes",0
20180715,18310184,519663,298978,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","13:32",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","ST JOHNS STREET AT JN WITH WELLINGTON STREET","E06000031","1. Yes",0
20180715,18316816,544537,310775,"3. Slight","1. Dry","6. Darkness: no street lighting",1,0,0,1,0,0,"0. No turn","22:00",1,"4. B",1169,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","DOWGATE ROAD B1169 NEAR JN WITH CHURCH ROAD","E07000010","1. Yes",0
20180716,18315160,515959,303686,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","17:55",2,"3. A",15,"3. Dual carriageway",50,"1. Roundabout","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","WERRINGTON PARKWAY AT JN WITH PAPYRUS ROAD","E06000031","1. Yes",0
20180716,18316154,510290,293139,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","07:40",1,"3. A",605,"3. Dual carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","OUNDLE ROAD A605","E07000011","2. No - accident was reported 'over the counter'",0
20180716,18316717,556453,251809,"2. Serious","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","18:40",2,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","BALSHAM ROAD","E07000012","1. Yes",0
20180716,18313302,552722,279438,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","05:58",2,"3. A",10,"1. Roundabout",60,"1. Roundabout","4. Give way or Uncontrolled","3. A",142,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","WITCHFORD ROAD A10 ROUNDABOUT","E07000009","1. Yes",0
20180716,18314071,519057,260348,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,1,"0. No turn","20:20",2,"6. Unclassified",0,"6. Single carriageway",30,"8. Pri Drive","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","KINGS LANE NEAR JN WITH GREEN END ROAD","E07000011","1. Yes",0
20180716,18314860,556023,247261,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","09:00",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","BACK ROAD","E07000012","1. Yes",0
20180716,18315724,545950,308534,"1. Fatal","1. Dry","1. Daylight",1,1,0,0,0,1,"1. Left turn","08:33",1,"6. Unclassified",0,"6. Single carriageway",40,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","WEASENHAM LANE NEAR JN WITH CROMWELL ROAD","E07000010","1. Yes",0
20180716,18314667,547723,245723,"2. Serious","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","09:55",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","ICKLETON ROAD AT JN WITH HUNTS ROAD","E07000012","1. Yes",0
20180717,18315198,517069,294142,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"2. Right turn","07:26",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","3. Tuesday","STEWARTBY AVENUE AT JN WITH WESTLAKE AVENUE","E06000031","1. Yes",0
20180717,18319714,546809,261217,"3. Slight","1. Dry","4. Darkness: street lights present and lit",2,0,0,0,0,0,"0. No turn","00:40",2,"6. Unclassified",0,"6. Single carriageway",40,"6. Crossroads","2. Automatic traffic signal","6. Unclassified",0,"0. None","5. Ped. phase at traffic signal junction","1. Fine without high winds",0,"0. None","3. Tuesday","MILTON ROAD AT JN WITH GUIDED BUS WAY","E07000008","1. Yes",0
20180717,18313828,538532,264591,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"2. Right turn","09:30",2,"6. Unclassified",0,"6. Single carriageway",40,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",4,"0. None","3. Tuesday","HATTONS AT NEAR JN WITH HAZLEWELL COURT","E07000012","1. Yes",0
20180718,18323332,519278,300793,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"1. Left turn","15:30",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","9. Unknown",0,"0. None","4. Wednesday","DOGSTHORPE ROAD AT JN WITH WOODBYTH ROAD","E06000031","1. Yes",0
20180718,18311036,520956,300508,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"2. Right turn","07:30",2,"6. Unclassified",0,"2. One way street",30,"9. Other","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","EASTFIELD ROAD NEAR JN WITH EYE ROAD","E06000031","1. Yes",0
20180718,18319247,535941,256173,"3. Slight","1. Dry","1. Daylight",1,1,0,0,1,0,"2. Right turn","09:29",2,"4. B",1046,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","4. Wednesday","TOFT SHOP HIGH STREET B1046","E07000012","1. Yes",0
20180719,18314994,549320,297280,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"2. Right turn","17:23",2,"4. B",1094,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","UPWELL ROAD B1094 AT JN WITH HALFPENNY TOLL ROAD","E07000010","1. Yes",0
20180719,18315134,519200,298389,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","09:40",2,"3. A",15,"3. Dual carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","4. Pelican, puffin, toucan etc.","1. Fine without high winds",0,"0. None","5. Thursday","BOURGES BOULEVARD A15 AT JN WITH BRIDGE STREET","E06000031","2. No - accident was reported 'over the counter'",0
20180719,18315468,545722,257405,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","11:30",2,"3. A",1307,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","HILLS ROAD A1307 AT JN WITH BATEMAN STREET","E07000008","2. No - accident was reported 'over the counter'",0
20180719,18315720,559635,272753,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","08:30",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","8. Central reservation","1. Fine without high winds",0,"6. Pedestrian in carriageway - not injured","5. Thursday","20 SAND STREET","E07000009","1. Yes",0
20180719,18317501,527028,272619,"2. Serious","1. Dry","1. Daylight",3,0,0,0,0,0,"0. No turn","18:12",2,"3. A",1123,"6. Single carriageway",50,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","HUNTINGDON ROAD A1123 AT JN WITH HUNTINGDON GARDEN CENTRE","E07000011","2. No - accident was reported 'over the counter'",0
20180719,18321304,530757,258246,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","17:40",3,"3. A",1198,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","5. Thursday","CAXTON BYPASS A1198 NEAR JN WITH BOURN ROAD","E07000012","1. Yes",0
20180719,18314629,523314,277777,"2. Serious","1. Dry","6. Darkness: no street lighting",2,0,0,2,0,0,"0. No turn","22:00",3,"4. B",1090,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",3,"0. None","5. Thursday","STATION ROAD B1090 NEAR JN WITH B1090","E07000011","1. Yes",0
20180720,18316490,515097,307885,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"1. Left turn","16:00",2,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","LINCOLN ROAD AT JN WITH CHURCH STREET","E06000031","2. No - accident was reported 'over the counter'",0
20180720,18316660,542018,258859,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","13:50",4,"1. Motorway",11,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","M11 NEAR JN WITH MADINGLEY ROAD A1303","E07000008","2. No - accident was reported 'over the counter'",0
20180720,18322530,559619,272894,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"2. Right turn","10:33",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","50 FRANK BRIDGES CLOSE","E07000009","1. Yes",0
20180720,18314446,527377,305615,"3. Slight","1. Dry","1. Daylight",2,0,0,0,0,0,"0. No turn","17:55",2,"4. B",1040,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","OUTSIDE LODGE FARM CROWLAND ROAD B1040","E06000031","1. Yes",0
20180720,18317622,545138,257641,"2. Serious","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","13:30",2,"3. A",1134,"1. Roundabout",30,"1. Roundabout","4. Give way or Uncontrolled","3. A",603,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","TRUMPINGTON ROAD A1134 AT JN WITH LENSFIELD ROAD A603","E07000008","1. Yes",0
20180720,18313258,515535,298563,"3. Slight","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","09:50",2,"3. A",47,"9. Unknown",40,"1. Roundabout","4. Give way or Uncontrolled","3. A",1260,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","6. Friday","BRETTON WAY AT JN WITH A47","E06000031","1. Yes",0
20180721,18323145,531598,267799,"3. Slight","1. Dry","1. Daylight",2,0,0,0,1,0,"0. No turn","20:47",2,"6. Unclassified",0,"6. Single carriageway",60,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","CONNINGTON ROAD AT JN WITH HILTON ROAD","E07000011","1. Yes",0
20180721,18314248,545174,258813,"3. Slight","1. Dry","1. Daylight",1,1,0,0,0,0,"0. No turn","16:00",1,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","7. Saturday","JESUS LANE","E07000008","2. No - accident was reported 'over the counter'",0
20180722,18315410,512076,299448,"3. Slight","1. Dry","1. Daylight",1,0,0,1,0,0,"0. No turn","12:00",1,"3. A",47,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","CASTOR A47","E06000031","1. Yes",0
20180722,18322467,520873,271582,"2. Serious","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","15:09",1,"3. A",14,"3. Dual carriageway",70,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","A14 NEAR JN WITH THRAPSTON ROAD B154","E07000011","1. Yes",0
20180722,18315419,557957,251160,"1. Fatal","1. Dry","1. Daylight",1,0,0,0,0,0,"0. No turn","13:00",1,"6. Unclassified",0,"6. Single carriageway",60,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","FOX ROAD NEAR JN WITH HIGH STREET","E07000012","1. Yes",0
20180722,18314274,531607,268641,"3. Slight","1. Dry","1. Daylight",1,0,0,0,1,0,"0. No turn","13:47",3,"6. Unclassified",0,"6. Single carriageway",30,"3. T & Stag Jct","4. Give way or Uncontrolled","6. Unclassified",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","1. Sunday","18 CHEQUER STREET NEAR JN WITH CHEQUERS CLOSE","E07000011","1. Yes",0
20180723,18313837,519560,297762,"3. Slight","1. Dry","1. Daylight",1,0,1,0,0,0,"0. No turn","13:47",2,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"0. None","2. Monday","HAWKSBILL WAY","E06000031","2. No - accident was reported 'over the counter'",0
20180723,18314563,520848,296926,"2. Serious","1. Dry","4. Darkness: street lights present and lit",1,0,0,0,1,0,"0. No turn","21:50",3,"6. Unclassified",0,"6. Single carriageway",30,"0. Not within 20m of junction",". Not applicable",". Not applicable",0,"0. None","0. None within 50m","1. Fine without high winds",0,"2. Other object in carriageway","2. Monday","CONEYGREE ROAD NEAR JN WITH SOUTHFIELDS DRIVE","E06000031","1. Yes",0
